Institución;Grupo;Nombre;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 049;1;0;1;1;2;1;1;1;2;1;1;1;0;0;0
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 051;1;2;1;2;1;1;2;1;1;1;2;2;1;1;0
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 052;1;2;1;2;1;2;1;1;1;1;1;2;1;2;3
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 053;1;2;2;2;1;1;1;1;1;2;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 054;1;2;2;2;1;1;1;1;1;1;1;2;2;2;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 055;1;1;1;1;2;2;1;1;1;2;2;1;2;2;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 056;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 057;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 058;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 059;1;1;1;2;2;1;1;1;1;1;1;3;2;2;4
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 060;1;2;1;2;1;2;1;1;2;1;2;2;1;2;2
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 061;1;2;1;2;1;2;1;1;2;1;2;2;1;2;2
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 062;1;0;1;0;1;1;1;1;1;1;1;1;0;0;0
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 063;1;2;2;2;1;2;1;1;1;1;2;1;2;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 064;1;2;2;2;1;2;1;1;1;1;2;0;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 065;1;2;2;2;1;2;1;1;1;1;2;0;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 066;1;2;1;2;1;1;1;1;1;1;1;2;1;1;2
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 067;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 068;1;2;1;2;1;1;2;1;1;1;2;2;1;1;2
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 069;1;2;1;2;1;1;2;1;2;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 070;1;2;1;2;1;2;1;1;1;1;2;2;1;2;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 071;1;2;2;2;1;0;2;2;1;1;1;1;1;2;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 072;1;2;2;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 073;1;2;2;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 074;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 075;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 076;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I.E. ISOLDA ECHAVARRIA;"2;1";Estudiante 077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 078;1;1;1;2;2;1;1;1;1;1;2;3;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 079;2;2;1;2;2;1;1;2;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 080;2;2;1;2;1;1;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 081;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 082;1;2;2;2;2;1;1;1;1;1;2;3;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 083;1;2;1;2;1;2;2;0;0;0;0;0;0;0;0
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 084;1;1;1;2;2;1;1;1;1;0;0;0;0;0;0
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 085;1;1;1;2;2;1;1;2;0;0;0;0;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 086;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 087;2;2;2;2;1;1;1;1;1;1;1;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 088;2;2;2;2;1;2;1;1;1;1;1;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 089;1;2;1;2;1;1;1;1;1;1;1;2;2;2;4
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 090;1;2;2;2;1;1;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 091;1;2;1;2;2;1;2;1;1;1;1;2;1;1;2
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 092;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 093;1;1;1;2;2;1;1;2;0;0;0;0;1;2;4
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 094;2;2;2;2;1;1;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 095;1;1;1;2;2;1;2;1;1;1;2;3;1;2;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 096;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 097;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 098;2;1;1;1;1;1;1;1;1;1;1;2;2;2;3
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 099;0;2;1;2;1;1;1;1;1;1;1;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 100;1;2;2;2;2;1;2;2;1;1;1;3;1;1;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 101;1;2;1;2;1;2;2;1;1;1;2;1;2;2;1
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 102;2;2;1;2;2;1;2;2;2;1;2;3;0;2;3
I.E. ISOLDA ECHAVARRIA;"2;2";Estudiante 103;1;1;1;2;2;2;2;2;2;1;2;1;1;2;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 104;1;2;1;1;1;1;1;1;1;1;1;2;2;1;3
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 105;1;2;1;2;1;1;2;1;1;1;2;1;2;2;2
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 106;1;2;1;2;2;1;1;1;1;1;2;2;1;1;2
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 107;1;2;2;2;1;2;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 108;1;2;1;2;1;2;1;2;2;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 109;1;2;1;2;1;2;1;1;1;1;1;2;1;1;3
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 110;1;1;1;2;2;1;2;2;1;1;2;1;1;2;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 111;1;2;1;2;2;1;2;1;1;1;2;1;2;2;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 112;1;0;1;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 113;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 114;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 115;1;2;2;2;2;2;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 116;1;2;1;2;1;1;2;1;1;1;1;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 117;1;2;1;2;2;1;1;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 118;1;2;1;2;1;2;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 119;1;2;1;2;2;1;2;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 120;1;2;1;2;2;1;2;1;1;2;1;2;2;1;2
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 121;1;1;2;2;1;1;1;1;1;1;1;2;2;1;2
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 122;1;2;0;1;2;1;1;1;1;1;1;1;2;2;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 123;1;1;1;2;2;2;2;2;1;1;2;3;1;2;2
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 124;1;2;1;2;1;1;1;1;1;1;1;2;2;1;3
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 125;1;2;1;2;2;1;2;1;2;2;1;1;2;2;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 126;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 127;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 128;1;2;1;2;2;1;1;1;1;1;2;2;2;2;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 129;1;2;2;2;1;1;1;1;1;1;1;3;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 130;2;1;1;1;1;2;1;1;1;1;1;2;2;1;2
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 131;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 132;2;2;2;2;1;1;1;1;1;1;2;3;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 133;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 134;1;2;2;2;1;1;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 135;1;2;1;2;1;2;2;1;2;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 136;1;2;2;2;2;2;1;1;2;1;1;2;1;1;3
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 137;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 138;1;2;1;1;1;1;2;1;1;1;2;2;1;1;3
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 139;1;2;1;2;1;2;2;1;2;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 140;1;2;1;2;2;1;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 141;1;2;1;2;2;1;2;1;1;2;2;3;1;2;1
I.E. ISOLDA ECHAVARRIA;"3;1";Estudiante 142;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 143;2;2;1;2;2;1;2;1;1;1;1;2;1;2;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 144;1;2;2;2;1;1;1;1;1;1;1;1;1;1;2
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 145;1;2;1;2;1;2;2;1;1;2;1;2;1;1;2
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 146;2;2;2;2;2;1;2;1;1;2;1;2;1;2;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 147;2;2;2;2;1;1;1;1;1;1;1;3;1;1;2
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 148;1;1;1;1;2;2;2;2;2;2;2;3;2;2;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 149;1;1;1;2;1;1;2;1;1;2;1;1;2;2;4
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 150;1;2;1;2;2;1;1;1;1;1;1;1;1;1;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 151;2;2;1;2;2;1;1;1;1;1;2;2;1;2;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 152;1;2;2;1;1;1;1;1;2;1;1;2;2;1;2
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 153;1;2;1;2;2;2;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 154;1;2;1;2;2;1;2;1;1;2;1;2;2;2;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 155;1;2;1;2;2;1;1;1;1;1;1;3;2;1;2
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 156;1;2;1;2;1;1;1;1;2;1;1;1;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 157;1;2;1;2;1;1;1;1;1;2;1;3;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 158;1;2;1;2;2;1;1;2;1;1;2;3;1;2;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 159;1;2;1;2;1;1;1;1;2;2;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 160;1;2;1;1;1;1;1;1;1;1;2;3;2;1;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 161;1;2;1;2;1;1;1;1;1;1;1;2;2;2;2
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 162;2;2;1;2;1;2;1;1;2;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 163;1;2;1;2;1;1;2;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 164;2;2;1;2;2;2;2;1;2;1;2;1;1;2;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 165;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 166;1;2;1;2;2;1;2;1;1;2;1;2;2;2;3
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 167;2;1;1;1;2;1;1;1;1;2;1;3;2;1;4
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 168;2;1;2;2;1;2;1;1;1;1;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 169;1;2;1;2;2;1;1;2;1;1;2;3;1;2;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 170;2;2;1;2;2;2;1;1;1;2;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 171;2;2;1;2;1;1;1;1;1;1;2;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 172;1;2;2;2;1;2;1;2;1;1;1;1;1;2;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 173;1;2;1;2;1;1;2;1;2;1;2;2;1;2;2
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 174;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 175;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 176;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 177;2;2;2;1;1;1;1;1;2;2;2;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 178;1;2;2;2;1;2;1;1;2;2;1;1;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 179;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 180;1;2;1;2;1;1;1;1;1;2;2;2;1;1;1
I.E. ISOLDA ECHAVARRIA;"3;2";Estudiante 181;1;2;1;2;1;1;1;1;1;1;2;2;1;1;3
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 001;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 002;1;2;1;2;1;1;1;1;1;1;2;2;1;1;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 003;1;1;1;2;1;2;1;2;1;2;1;2;1;2;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 004;1;2;1;2;1;1;2;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 005;1;2;1;2;1;2;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 006;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 007;1;2;1;1;1;1;1;1;1;1;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 008;0;2;2;1;1;0;1;2;0;0;2;1;1;0;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 009;2;2;0;2;1;1;1;1;1;2;2;1;1;1;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 010;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 011;1;1;1;2;1;1;2;1;1;2;1;2;1;2;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 012;1;2;1;2;1;1;1;2;1;1;2;2;1;1;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 013;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 014;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 015;1;1;1;1;2;1;2;1;1;2;2;2;1;1;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 016;1;2;2;2;1;2;2;1;2;1;2;3;1;2;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 017;1;2;1;2;1;1;1;1;1;1;1;2;1;0;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 018;1;2;1;2;1;0;0;0;0;0;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 019;1;1;1;2;1;2;1;1;1;1;2;1;2;2;1
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 020;1;1;2;1;1;2;2;1;2;2;2;3;2;2;2
MARIA JOSEFA ESCOBAR;"1;1";Estudiante 021;1;2;1;1;1;1;2;1;2;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 022;1;1;1;2;1;1;1;1;1;1;2;3;1;1;0
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 023;1;2;2;2;1;1;1;1;1;1;1;1;0;0;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 024;1;2;1;2;1;1;1;1;2;2;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 025;1;2;1;2;2;1;1;1;2;2;2;3;2;1;4
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 026;2;2;2;1;2;2;2;1;2;1;1;1;1;1;0
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 027;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 028;1;2;1;2;1;1;1;1;1;2;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 029;2;1;1;1;2;1;1;2;1;2;1;2;1;1;4
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 030;1;2;1;2;1;1;2;1;1;2;2;1;1;1;2
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 031;2;1;2;1;2;2;1;2;2;1;1;3;2;2;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 032;1;1;2;1;2;2;2;1;1;2;1;3;2;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 033;1;1;2;1;1;1;2;2;2;1;2;3;2;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 034;1;1;1;2;1;2;1;1;1;2;1;3;1;2;2
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 035;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 036;1;1;1;1;1;1;2;1;2;2;1;3;2;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 037;2;2;1;2;2;1;1;1;2;1;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 038;2;1;2;1;1;2;2;2;2;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 039;1;1;1;1;1;1;1;1;1;1;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 040;1;2;1;2;2;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;2";Estudiante 041;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 042;2;1;1;1;1;1;1;1;1;2;1;2;2;1;2
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 043;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 044;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 045;1;1;1;2;2;1;2;1;2;1;1;0;1;0;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 046;1;2;2;2;1;1;2;1;1;2;2;2;1;0;2
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 047;1;2;2;2;1;1;1;1;1;1;1;0;1;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 048;1;1;2;2;1;1;1;1;1;1;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 049;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 050;1;2;1;2;1;1;1;1;1;1;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 051;1;1;1;2;1;1;2;1;2;2;1;3;2;2;3
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 052;1;1;1;1;0;1;2;1;1;1;2;3;0;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 053;1;2;1;2;1;2;2;2;1;1;2;2;2;1;2
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 054;1;1;1;2;1;1;1;1;1;1;2;1;2;2;2
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 055;1;2;2;2;1;2;1;2;0;0;0;0;1;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 056;2;1;1;2;1;1;1;1;1;1;2;1;2;2;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 057;2;1;1;1;2;1;2;1;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 058;1;1;1;2;2;1;2;1;1;2;2;3;2;2;4
MARIA JOSEFA ESCOBAR;"1;3";Estudiante 059;1;2;2;2;1;2;1;1;2;2;1;2;2;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 060;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 061;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 062;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 063;1;2;1;2;1;1;2;1;1;1;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 064;1;1;2;1;1;1;2;1;1;1;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 065;1;2;2;2;1;1;2;1;1;1;1;2;2;2;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 066;2;1;1;1;1;1;1;2;1;1;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 067;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 068;2;2;2;1;2;2;2;2;2;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 069;1;2;1;1;2;1;2;2;1;1;2;1;2;2;2
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 070;1;2;1;1;2;1;2;2;1;2;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;4";Estudiante 071;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 072;2;2;1;2;2;2;2;2;2;2;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 073;1;1;1;2;1;2;2;1;1;2;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 074;1;2;1;2;1;1;1;1;1;2;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 075;1;2;1;1;2;1;2;1;1;1;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 076;1;1;2;2;1;2;1;2;2;2;1;2;2;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 077;1;2;1;2;1;2;2;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 078;1;1;2;1;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 079;1;2;1;1;1;2;1;1;1;1;2;3;1;2;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 080;1;2;1;1;1;1;2;1;2;1;2;2;1;1;2
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 081;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 082;2;1;2;2;1;1;1;1;1;1;2;3;1;2;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 083;1;1;1;1;1;1;2;2;1;1;1;3;2;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 084;1;2;2;2;1;1;1;1;1;1;2;1;2;2;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 085;1;2;1;2;1;1;2;1;1;1;2;3;1;2;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 086;2;1;1;1;2;1;1;1;1;1;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 087;2;1;1;1;2;1;2;1;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"1;5";Estudiante 088;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 089;2;1;2;1;2;1;1;1;1;2;2;1;2;2;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 090;1;2;2;1;2;2;1;2;2;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 091;1;2;1;2;2;1;2;2;1;1;1;0;2;1;1
