Institución;Grupo;Nombre;P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12;P13;P14;P15
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 092;1;2;2;2;1;2;1;2;1;1;1;3;2;2;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 093;1;2;1;1;2;1;2;2;1;1;1;2;1;2;2
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 094;1;1;2;2;1;1;1;1;2;1;2;1;1;1;2
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 095;1;2;1;2;1;1;1;2;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 096;1;2;1;2;1;2;1;1;1;1;2;2;1;1;2
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 097;1;1;1;1;2;1;1;0;1;2;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 098;1;2;2;2;1;1;1;1;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 099;2;2;1;2;1;1;2;1;1;1;1;1;2;1;2
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 100;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 101;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 102;1;2;2;2;1;1;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 103;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 104;1;2;1;2;1;1;2;1;1;1;2;1;1;1;2
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 105;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 106;1;2;2;2;1;1;1;1;2;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;1";Estudiante 107;1;2;1;1;2;2;1;2;1;1;2;1;1;2;2
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 108;1;2;1;2;2;2;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 109;1;2;1;2;2;1;1;2;1;2;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 110;1;1;1;2;1;2;1;1;2;2;1;3;2;1;4
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 111;1;2;1;1;2;1;1;2;2;2;2;1;1;2;2
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 112;1;1;2;2;1;1;1;1;1;1;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 113;1;2;1;2;1;1;2;1;1;1;1;1;2;2;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 114;1;2;1;2;1;2;2;1;1;1;2;2;2;2;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 115;1;2;1;2;1;1;1;1;1;1;1;1;2;1;3
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 116;1;2;2;2;1;1;1;1;1;1;1;1;1;1;3
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 117;1;2;2;2;2;2;1;1;2;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 118;1;1;2;2;1;2;1;1;2;2;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 119;1;1;1;1;2;1;2;1;1;2;2;1;1;1;2
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 120;1;1;1;2;1;2;1;1;2;1;1;2;2;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 121;1;2;1;2;1;1;2;1;1;1;1;1;2;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 122;1;2;1;2;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;2";Estudiante 123;1;2;2;2;1;1;2;1;1;2;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 124;1;2;1;2;2;1;1;1;1;1;2;2;1;2;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 125;1;2;2;1;1;2;2;1;1;1;1;3;2;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 126;1;2;1;2;2;1;1;1;1;1;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 127;1;2;1;2;2;1;2;1;1;1;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 128;1;2;1;2;1;1;2;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 129;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 130;1;2;1;2;1;2;1;1;1;2;2;3;1;1;2
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 131;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 132;1;2;2;2;2;2;1;1;1;2;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 133;1;0;2;2;2;2;2;1;1;1;2;2;2;1;3
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 134;1;2;0;2;2;2;1;1;1;2;2;3;1;0;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 135;2;2;1;2;1;1;1;1;1;1;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 136;1;2;2;2;1;2;2;2;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 137;1;2;1;2;1;1;2;2;1;2;2;2;1;2;2
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 138;1;1;1;2;1;1;1;1;1;1;1;2;1;2;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 139;1;2;1;2;1;1;1;1;1;1;2;1;2;1;3
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 140;1;2;1;2;1;1;1;1;2;1;2;1;1;2;3
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 141;1;2;2;2;1;1;1;2;1;1;2;3;1;2;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 142;1;2;2;2;2;1;1;1;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 143;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 144;1;2;1;2;2;1;1;1;1;1;2;2;1;2;0
MARIA JOSEFA ESCOBAR;"2;3";Estudiante 145;1;2;2;2;1;1;2;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 146;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 147;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 148;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 149;1;2;2;2;2;2;2;1;1;1;1;2;2;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 150;1;2;1;2;1;1;1;1;2;2;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 151;1;2;1;2;1;1;1;1;1;2;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 152;1;2;1;2;1;1;1;1;1;1;1;1;2;2;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 153;1;2;2;2;1;1;1;1;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 154;1;2;2;2;2;1;1;1;1;1;1;1;2;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 155;1;2;2;1;2;2;1;1;2;2;2;1;1;2;4
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 156;2;2;2;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 157;1;2;2;1;2;1;2;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 158;1;1;2;2;2;1;1;1;1;2;1;2;2;1;3
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 159;1;2;1;2;2;2;1;1;1;1;2;2;2;2;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 160;1;2;2;1;2;1;2;2;1;2;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 161;1;1;2;2;2;2;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 162;1;2;1;2;1;1;2;1;1;2;2;1;1;2;3
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 163;1;2;2;2;1;1;1;2;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;4";Estudiante 164;2;2;1;2;1;1;2;1;1;2;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 165;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 166;1;2;2;2;1;1;2;1;1;1;2;3;2;2;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 167;2;2;1;2;1;1;2;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 168;1;2;1;2;1;1;2;1;1;2;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 169;1;2;1;2;1;1;1;2;1;1;1;3;2;2;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 170;1;2;1;2;1;1;1;1;1;1;2;3;2;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 171;1;1;1;2;1;1;2;2;1;1;1;2;2;2;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 172;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 173;1;1;1;2;2;1;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 174;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 175;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 176;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 177;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"2;5";Estudiante 178;1;2;1;2;1;1;1;2;2;1;2;3;2;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 179;1;2;2;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 180;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 181;2;2;1;1;2;2;2;2;1;1;2;3;2;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 182;1;2;1;2;1;1;1;1;1;1;2;1;2;1;2
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 183;1;2;1;2;1;1;1;2;1;1;2;3;1;2;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 184;1;1;2;2;1;1;1;1;1;1;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 185;1;2;1;2;1;1;2;2;1;1;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 186;1;2;1;2;1;1;2;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 187;1;2;2;1;1;1;1;1;1;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 188;1;2;2;1;1;1;1;1;1;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 189;1;2;1;2;2;1;1;1;1;1;2;1;1;2;2
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 190;0;0;2;2;2;1;1;1;1;1;2;1;2;2;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 191;1;2;2;2;1;1;1;1;1;2;2;1;2;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 192;1;1;1;1;1;1;1;1;1;1;1;1;2;2;3
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 193;1;1;1;2;1;1;1;1;2;1;2;2;1;2;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 194;1;2;2;2;2;2;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 195;0;2;1;2;1;1;1;1;1;1;2;3;1;2;2
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 196;1;2;1;2;2;1;1;1;1;1;2;2;2;1;2
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 197;1;2;2;1;1;2;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;1";Estudiante 198;1;2;1;2;1;1;1;1;1;1;1;3;2;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 199;1;2;2;2;1;1;1;1;1;1;1;3;2;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 200;1;2;2;2;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 201;1;0;2;2;2;1;1;2;1;2;1;1;1;2;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 202;1;0;2;0;1;1;2;2;1;2;1;0;1;2;2
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 203;1;2;1;2;1;1;1;1;1;1;2;0;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 204;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 205;1;2;1;2;1;2;1;1;1;1;2;2;1;2;3
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 206;2;1;1;1;2;1;1;2;2;2;1;1;1;2;2
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 207;1;2;2;2;1;2;1;2;1;1;1;2;1;2;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 208;1;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 209;1;2;2;2;1;1;1;1;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 210;1;2;1;2;1;2;1;1;1;1;2;2;2;1;2
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 211;1;2;2;2;1;1;1;1;1;1;1;2;2;1;2
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 212;1;1;2;1;2;1;1;2;1;1;2;1;2;2;3
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 213;1;1;2;1;1;2;1;1;1;1;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 214;1;2;1;1;2;1;1;1;1;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 215;1;1;1;1;2;1;1;1;1;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 216;1;2;2;2;1;1;1;0;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 217;1;2;2;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 218;1;2;2;2;1;1;1;1;1;1;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;2";Estudiante 219;1;1;1;2;1;2;2;2;2;1;1;2;1;2;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 220;1;2;1;2;1;2;1;1;2;1;2;2;1;1;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 221;1;2;2;2;2;1;2;0;2;1;2;3;1;2;4
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 222;1;2;2;2;2;2;2;1;2;1;1;3;1;2;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 223;1;2;1;2;2;1;1;1;2;2;2;2;2;1;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 224;1;1;1;2;2;2;1;1;1;1;2;2;2;2;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 225;2;2;1;2;1;2;2;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 226;1;2;1;2;1;1;1;2;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 227;1;2;1;2;1;1;1;1;1;2;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 228;1;2;1;2;1;2;1;2;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 229;2;2;1;2;2;1;2;1;2;1;2;2;1;2;2
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 230;1;2;2;2;1;1;1;2;1;1;1;1;2;1;2
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 231;1;2;1;2;2;2;2;2;2;2;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 232;1;2;1;2;1;1;1;1;1;1;1;2;2;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 233;1;2;2;2;1;1;1;1;1;1;1;2;2;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 234;2;2;1;2;1;1;1;2;1;2;2;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 235;1;2;1;2;2;2;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 236;1;2;1;2;1;1;1;1;1;1;2;2;2;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 237;1;2;2;2;1;1;2;1;1;1;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 238;1;2;1;2;1;1;1;1;1;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 239;1;2;1;2;1;1;2;1;1;2;1;1;1;2;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 240;2;2;2;2;2;2;2;1;1;2;2;2;1;2;2
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 241;1;2;2;2;1;2;1;2;1;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 242;2;2;2;2;1;2;1;1;2;1;2;2;2;1;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 243;1;1;1;2;1;1;1;1;1;1;2;1;1;1;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 244;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 245;1;1;1;1;1;1;2;1;1;2;2;3;1;1;2
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 246;1;2;1;2;2;1;2;2;1;1;2;2;1;2;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 247;1;2;1;2;1;2;2;1;2;2;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 248;1;2;1;2;2;1;1;1;2;2;2;1;1;2;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 249;1;2;2;2;2;2;2;1;1;1;1;2;2;2;3
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 250;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;3";Estudiante 251;1;2;1;2;1;1;1;1;1;1;1;3;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 252;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 253;2;2;1;2;1;1;1;1;2;1;2;2;1;2;2
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 254;2;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 255;2;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 256;2;2;1;2;1;1;1;1;1;1;2;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 257;1;2;1;2;1;1;1;1;1;2;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 258;1;2;1;2;1;1;1;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 259;1;2;1;2;1;1;1;1;2;1;2;1;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 260;1;2;2;2;1;1;1;1;1;1;1;2;1;2;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 261;1;2;1;2;2;1;1;1;1;2;2;2;1;1;3
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 262;1;1;1;2;2;1;1;1;1;1;2;2;2;2;2
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 263;1;2;1;1;2;1;2;1;1;1;1;2;1;1;1
MARIA JOSEFA ESCOBAR;"3;4";Estudiante 264;1;2;2;2;1;1;1;1;1;1;1;2;2;1;1
